,0,1
0,26.967682,31.504293
1,-48.62814,61.18417
2,1.4561578,58.81325
3,-18.244509,25.381968
4,-5.028326,29.707865
5,41.51447,-59.426086
6,-42.66799,-65.54705
7,17.911997,69.519356
8,5.079592,59.603
9,68.77011,-70.68771
10,-15.077576,-52.820942
11,-49.077324,-28.363249
12,62.178402,28.942038
13,14.698532,-80.11957
14,-10.04159,-84.073326
15,3.224109,-60.343273
16,5.6635385,-5.641925
17,18.953249,-93.109566
18,36.541317,67.82191
19,58.035397,-78.623795
20,-15.266107,93.666985
21,-31.795979,-6.428508
22,-61.761974,67.4566
23,7.654134,79.73817
24,24.321991,34.971443
25,1.9079331,1.0582722
26,-89.16193,28.778917
27,40.478043,56.930363
28,5.028902,86.44081
29,62.927242,-51.690506
30,-59.736176,-32.776512
31,27.18752,-21.83019
32,45.50458,2.24016
33,79.47637,-29.459288
34,8.04637,77.76725
35,64.95932,-35.417988
36,-43.73608,-77.81499
37,68.01981,26.554945
38,-3.4629738,3.0576437
39,-50.96268,-63.326817
40,0.9099329,5.2160726
41,-38.49455,-11.815609
42,33.800316,32.908997
43,48.780342,70.13742
44,-81.56124,-0.30591658
45,-21.700302,91.24341
46,4.5982666,61.26718
47,27.66977,-55.18276
48,95.10593,-16.541388
49,57.068886,43.106327
50,-22.691965,60.638985
51,31.145071,28.139803
52,-65.15669,-30.138222
53,-5.887616,-88.224144
54,1.3879156,-49.455517
55,-63.80287,52.32273
56,-8.017487,-35.1889
57,38.038372,-36.382133
58,70.60173,-44.38291
59,74.72156,37.752872
60,41.350403,53.605198
61,-47.302372,-82.903595
62,-68.14855,-55.999256
63,16.11876,61.621563
64,-13.352089,-37.558567
65,95.19778,-13.963645
66,-38.379486,-29.070625
67,-0.04527217,53.721424
68,24.849741,-55.66322
69,96.694565,-16.355164
70,-17.903208,61.014065
71,65.22336,6.5363235
72,-6.6763487,64.54742
73,-53.811256,48.69105
74,-11.314493,14.401889
75,9.87543,-42.04434
76,28.903358,61.324726
77,-15.565854,72.268074
78,63.04012,-0.019722434
79,85.88459,-2.3102486
80,-68.71034,-23.074373
81,79.686,51.6776
82,69.10648,12.602161
83,15.741093,79.33844
84,-11.858426,-61.01117
85,-37.30029,-42.781876
86,-66.653404,21.192326
87,67.851685,32.985874
88,-4.5153666,-81.459015
89,76.16954,-8.707982
90,38.877586,40.940006
91,3.2940826,69.10267
92,-32.964073,-55.33424
93,-32.843708,-3.1645625
94,-11.242234,79.15034
95,-7.453528,-63.95612
96,54.452957,1.6707633
97,-81.73673,12.720776
98,33.69205,-43.168144
99,64.229095,-57.472023
100,45.248478,56.90686
101,-36.790592,-83.39061
102,-3.3025098,79.89793
103,15.220584,7.5356727
104,50.39657,-51.763103
105,75.33083,-18.199848
106,71.064705,-28.418242
107,29.585855,37.96665
108,47.828617,64.68265
109,-55.11489,-15.378897
110,67.095634,40.239506
111,42.236355,-13.79639
112,18.476002,-66.53686
113,-35.35476,-74.9921
114,92.95563,-16.864798
115,31.470293,6.6138797
116,48.195263,-36.809402
117,11.457697,-88.81309
118,-53.37272,22.28111
119,-42.055683,-24.243254
120,50.392925,60.81354
121,34.627666,-52.034515
122,-19.291996,-59.954082
123,-37.757164,-30.55609
124,-68.10901,-40.994873
125,-0.9321604,48.849194
126,-69.721954,23.760885
127,6.4175653,-47.058414
128,-37.092026,29.763832
129,-33.918888,-27.894764
130,10.74924,21.39456
131,-54.544437,32.255417
132,65.18453,-7.5881743
133,58.348362,-36.98795
134,10.068223,36.78623
135,53.525124,3.1256561
136,-68.55785,-31.595455
137,92.35547,-20.738848
138,-55.7254,-37.70937
139,-84.10081,2.3272004
140,20.980711,-4.2638216
141,-53.10478,-27.307404
142,32.601982,50.385334
143,6.315697,-91.49675
144,-74.32283,19.149414
145,18.46778,-62.418167
146,13.055243,30.856682
147,10.040759,38.99624
148,-73.25925,-0.65813625
149,85.54223,31.467953
150,82.74199,3.182108
151,91.275314,28.352837
152,-66.34823,24.945654
153,-76.08071,-44.245598
154,-59.49651,46.66095
155,28.641853,-43.90391
156,23.65079,-4.3664722
157,-56.175037,59.911457
158,-41.925613,-73.94345
159,-22.680635,-7.513062
160,35.338356,-1.1400691
161,19.513865,-61.136517
162,37.842815,24.333672
163,-11.241776,-28.927553
164,-48.50409,-52.645966
165,-44.892467,31.036585
166,51.201603,-73.250694
167,-6.7610593,-74.37561
168,2.4311488,-82.11355
169,45.23281,70.82435
170,-48.41672,-67.37822
171,-21.754244,14.433686
172,5.3396273,22.826794
173,80.371056,18.548069
174,-57.06378,-19.715673
175,-66.85213,49.41314
176,65.58216,10.281747
177,-84.18276,-33.201435
178,-72.737885,30.71341
179,-17.270113,20.59823
180,-4.104876,-14.361522
181,-64.65921,14.819185
182,-66.7441,-56.011436
183,-25.064081,-31.608854
184,1.4879292,15.4887905
185,-34.2808,-35.301308
186,-94.54728,23.079348
187,-5.772874,75.19088
188,4.1265388,34.18753
189,-26.760544,-29.976542
190,36.655483,-46.677544
191,88.77516,-7.78236
192,-52.57701,56.41399
193,9.503696,65.44666
194,85.966606,33.637775
195,57.618153,-7.087846
196,27.148096,56.57651
197,-46.759884,-50.531628
198,-48.929634,0.55086654
199,77.98603,-24.95501
200,-64.19855,71.90172
201,-45.98034,1.7682703
202,64.13158,-11.5383625
203,-29.375843,57.974697
204,-5.953038,51.41874
205,-1.5305032,-74.13746
206,-10.244997,-3.1992636
207,-29.87742,42.796825
208,54.306576,-34.967003
209,-36.81586,-13.198563
210,-4.999086,94.858345
211,-18.768896,1.8625392
212,72.307,-16.147938
213,-62.503014,8.7033205
214,32.96324,8.131849
215,-34.011032,49.782627
216,40.631382,38.253624
217,-7.455397,16.42709
218,-11.567843,41.497944
219,-52.207874,8.616311
220,-11.1666975,-23.072536
221,-75.499756,10.179539
222,79.104904,-35.28893
223,-85.37494,34.321335
224,24.59337,-66.7363
225,2.6836317,67.046295
226,42.160263,42.0801
227,95.38711,-14.495512
228,65.18112,-16.827448
229,-52.269825,-53.804676
230,-57.33066,60.86206
231,16.634424,82.34569
232,-45.690975,-41.14768
233,32.94423,34.214554
234,56.863937,-14.836569
235,96.35232,-6.7898993
236,-41.696247,51.304203
237,17.15511,-50.081627
238,-4.3438625,-52.017204
239,1.4517959,48.841118
240,44.91171,4.500666
241,-67.00479,-47.51229
242,32.253117,-19.725677
243,5.85333,-3.9430654
244,-0.9170103,100.31112
245,55.47257,-16.94713
246,-55.615356,-10.568157
247,-51.657974,5.3877563
248,53.277775,-5.452823
249,-39.421024,-39.016026
250,31.611624,54.243
251,-86.65556,15.574565
