,0,1
0,-21.261885,-0.48680368
1,11.77762,59.128178
2,-17.23929,-3.7859793
3,-24.874853,-54.45742
4,-68.19982,-29.936245
5,3.1415315,-40.568813
6,-93.173836,19.12054
7,11.418628,-83.65712
8,1.3198448,0.20437749
9,-25.193987,-7.9732404
10,47.010662,42.285244
11,38.194233,51.55165
12,-18.726122,5.646863
13,-39.30005,-51.42232
14,68.979706,61.5399
15,-48.186474,-70.41861
16,-53.055515,-5.9937906
17,-66.1464,30.303038
18,30.797619,-73.5192
19,-30.93544,70.28527
20,24.585802,33.79878
21,-17.982836,-62.97014
22,1.7848933,-4.541772
23,53.36583,59.656
24,-13.27424,59.726887
25,9.941584,-4.991885
26,-30.339638,-38.386223
27,-83.75943,11.485567
28,-33.39301,72.668076
29,-10.06249,-58.00059
30,-55.428955,-26.871067
31,41.000347,-66.381065
32,-95.92347,19.341877
33,-88.54979,5.6792593
34,68.85205,-40.879402
35,27.920336,-36.565655
36,-44.07015,-75.15654
37,3.0014145,-53.950714
38,13.333509,60.511684
39,2.3701675,96.98688
40,-76.47219,40.798138
41,-4.3327365,84.48888
42,30.350086,-90.65742
43,-37.436245,5.739977
44,38.46174,-12.939159
45,49.11461,-48.72788
46,-80.67514,0.84615487
47,66.12616,-20.55164
48,21.515097,40.392094
49,1.2330068,58.70926
50,42.033432,29.217848
51,-61.50207,29.555126
52,-14.258667,-1.6541964
53,-77.90116,23.781849
54,4.9960494,44.383083
55,57.101257,19.821026
56,62.14533,-13.808078
57,-7.7273755,-15.770943
58,48.875484,-6.261096
59,-5.294528,12.546541
60,-72.82468,-47.60763
61,-42.36677,-31.863066
62,-27.257614,-60.34436
63,-75.35054,23.870451
64,28.218622,-84.95495
65,71.304794,51.02969
66,60.2476,18.430927
67,17.532413,-50.147457
68,-27.138466,31.373482
69,-60.86206,-18.958445
70,-41.655922,53.280167
71,-23.162611,-33.296978
72,94.89205,12.417791
73,20.677038,-54.378605
74,48.59987,59.73986
75,-43.308372,26.025425
76,78.127144,-1.3725582
77,-80.42666,-24.237534
78,88.63115,12.651595
79,-1.497607,72.58484
80,-38.472805,-39.383137
81,-1.6600695,11.411761
82,47.137306,-13.133602
83,-67.78277,13.216867
84,30.13018,-58.325638
85,67.21349,61.50335
86,70.46439,-3.8019967
87,-59.3726,69.42462
88,50.5925,51.814774
89,-46.79988,54.19388
90,24.388105,80.46295
91,6.4043436,-62.25741
92,-48.080536,-66.56835
93,26.065628,-93.83833
94,41.566406,-75.16566
95,-56.54441,31.320177
96,-53.3816,77.051735
97,27.676155,33.434525
98,36.023388,-71.46265
99,-47.9021,75.08787
100,-27.83106,0.6673647
101,17.2412,16.866001
102,3.514872,-54.038296
103,34.51021,7.2672157
104,-56.500755,48.0804
105,51.690838,64.518906
106,-33.60756,10.770443
107,-30.041716,-85.09351
108,55.483025,49.89319
109,-7.6844716,-47.46443
110,-8.575026,54.706894
111,62.998444,64.12618
112,29.892363,-61.32794
113,-25.178186,-35.844173
114,18.451473,11.559722
115,2.8422186,-62.87714
116,23.522676,-84.6649
117,-55.948982,42.391014
118,58.175377,51.16997
119,-11.995634,-67.41389
120,-38.85648,-51.056396
121,-8.364487,43.118008
122,59.949406,0.3734142
123,19.502258,66.13642
124,19.660435,-91.16813
125,-27.10553,-63.309967
126,42.93507,44.913795
127,86.09358,11.162387
128,14.202295,-11.956039
129,-69.31448,9.601538
130,-53.28286,81.093666
131,50.517246,44.43255
132,-41.570477,-49.818512
133,24.052233,-19.941355
134,11.473999,34.54774
135,13.194814,36.896507
136,49.377617,61.93527
137,67.1249,65.35685
138,56.43117,5.905631
139,-58.917976,-27.366838
140,54.0117,-48.62297
141,-23.72609,17.722425
142,-10.622138,-49.011635
143,14.34006,-86.09536
144,-75.20942,-36.213284
145,52.18127,57.59407
146,17.028313,9.363291
147,15.552822,83.43313
148,64.366486,-38.454735
149,82.547935,-27.142914
150,-24.473886,-63.9453
151,-26.212482,50.746853
152,-3.7916665,74.26065
153,-89.427345,2.1032383
154,52.76231,47.691036
155,-51.626072,78.007965
156,10.898603,-82.71429
157,6.311178,66.10543
158,56.134136,5.026131
159,35.969997,-64.900795
160,72.38333,-23.431738
161,-81.5105,-19.684074
162,3.3632598,-29.860132
163,43.115955,61.2164
164,-38.591373,-27.56703
165,-88.263824,-42.359837
166,12.402461,-38.069214
167,-86.78753,34.744217
168,-40.652218,-57.83743
169,64.03477,10.981216
170,-53.31684,59.452263
171,64.71497,-60.484505
172,41.093895,60.456783
173,49.557175,-18.542631
174,-27.269794,34.847042
175,-55.518,31.927124
176,75.10057,-10.358126
177,1.0896252,-9.195389
178,45.830444,62.91904
179,-59.78869,-5.841315
180,66.298965,-58.62585
181,1.3871422,-76.320496
182,-32.609035,-52.044693
183,-63.488052,75.362206
184,-54.55852,-13.62737
185,-96.5666,20.263676
186,44.104725,13.038794
187,-3.3106391,86.33706
188,-92.12687,-37.48325
189,26.247189,35.702442
190,-24.831148,52.591877
191,-40.57389,-81.18152
192,63.91236,-31.357677
193,-22.346182,-31.051092
