,0,1
0,2.2529685,85.08938
1,43.01982,-26.259558
2,47.847656,-9.053701
3,43.22537,52.59794
4,-22.163433,90.7957
5,-75.55989,-9.623014
6,66.943504,-66.74372
7,44.215374,-66.23277
8,-23.383657,85.34809
9,56.193775,75.1579
10,86.28943,44.64722
11,-21.227373,96.54513
12,-41.483078,14.614937
13,38.357697,58.79068
14,8.688202,65.443436
15,-0.6685697,-35.226017
16,83.90369,-23.161682
17,51.670773,-77.15494
18,-81.01895,-24.63331
19,23.116346,63.371426
20,47.038296,-55.91006
21,-15.779027,96.59987
22,13.6542,14.320569
23,-9.186239,-78.65523
24,92.0578,-40.558327
25,72.517876,0.9851593
26,77.91331,-18.766922
27,86.09079,-39.106388
28,7.0196023,-72.235954
29,99.71931,-12.438789
30,103.22113,-29.314154
31,18.626486,66.83668
32,-65.90858,-53.76504
33,-14.208831,-81.58694
34,18.549196,-10.06759
35,-5.63367,-8.141504
36,-20.2196,-60.850468
37,19.02087,-16.480053
38,5.554856,-11.044949
39,-69.99533,11.539955
40,-85.160385,26.208508
41,-80.14207,59.049957
42,20.006353,-14.602558
43,-9.584143,-69.44634
44,73.06133,-27.299026
45,-27.9676,89.73084
46,-24.404518,-66.41457
47,-16.920237,-66.14781
48,51.187798,-29.102457
49,-57.290394,-7.934029
50,12.596007,31.362759
51,15.691743,16.608307
52,92.97353,-33.31465
53,16.136951,-10.317691
54,-13.654583,55.689846
55,-17.831238,-60.32214
56,36.31244,-28.548235
57,-33.433903,31.423632
58,4.2207165,65.93253
59,57.98321,-30.933699
60,83.52577,27.140825
61,-61.105553,64.30868
62,47.146366,87.891304
63,-92.93249,-40.38622
64,38.299217,-17.16627
65,-12.307859,-0.2998702
66,-92.8054,2.77566
67,-65.90351,71.43779
68,87.35356,13.525941
69,-63.658463,-8.650504
70,67.485916,21.599945
71,-3.0286684,-73.89419
72,-60.19245,-70.91042
73,47.820908,20.208197
74,-76.50363,59.539326
75,42.578754,-18.157404
76,-29.20944,-69.19047
77,26.256721,27.681566
78,11.891778,-18.791521
79,-98.389725,-40.961246
80,-48.961613,-59.224632
81,-36.57951,-5.6987906
82,37.10568,-0.9948404
83,33.357185,43.46663
84,-71.622795,-43.8598
85,28.48255,14.488483
86,84.97727,-9.678681
87,14.795145,-61.288834
88,83.76914,32.610165
89,-33.37207,-11.845557
90,-7.8686647,-72.63282
91,26.689869,82.90043
92,24.646801,69.33738
93,63.7114,28.35691
94,57.957104,-65.62774
95,-77.00223,9.371006
96,44.775208,-82.90039
97,-55.67887,13.930116
98,-25.101027,-23.704473
99,-23.138456,-0.77912706
100,-8.709637,44.404343
101,-27.269249,-61.931988
102,35.3676,3.8737483
103,0.48613185,2.7108786
104,-78.50627,-46.54237
105,75.65202,-47.787212
106,8.420082,-78.47345
107,-35.11375,43.226494
108,-47.105633,-82.00586
109,-10.000601,77.460884
110,-9.758774,68.416985
111,-12.883102,-81.7624
112,1.1095142,-79.01577
113,3.3063338,-37.364338
