,0,1
0,23.95647,-24.408464
1,17.24789,-13.951
2,14.152752,16.40649
3,-39.511574,-77.11583
4,-67.298935,57.08202
5,14.739629,-17.842752
6,4.137633,-60.17149
7,-53.50462,-9.167019
8,26.651775,-59.252655
9,60.107014,30.117908
10,-34.25319,-27.269434
11,-76.07445,-16.44566
12,-15.946305,33.22999
13,62.837856,-21.190577
14,65.41517,21.542173
15,64.39638,-17.162285
16,7.2791777,22.06388
17,69.898796,-27.774
18,-4.6215057,-18.360643
19,-23.769833,-73.502144
20,21.899622,78.943245
21,59.643887,-21.506433
22,35.934353,62.069763
23,53.859097,-19.9185
24,-51.87591,15.179855
25,8.931888,-24.95827
26,-36.54853,10.844478
27,55.417126,53.999874
28,-70.52513,0.66028315
29,36.7872,41.514362
30,28.605892,59.236084
31,29.63502,38.371494
32,-77.437805,-31.383703
33,46.906487,-46.054733
34,-48.634396,27.05664
35,43.49821,-62.96473
36,65.29142,-30.927189
37,-46.57955,1.3388137
38,49.570232,-65.92951
39,-19.788342,4.4430084
40,-84.32406,14.993093
41,7.061319,-78.87831
42,69.50523,-11.155084
43,-63.128925,23.565046
44,-2.5653408,-12.898912
45,5.1026835,8.936832
46,10.355888,-41.858047
47,27.869354,-23.300247
48,-21.052555,-15.788955
49,93.793076,-9.778065
50,27.944588,70.14765
51,43.484665,-58.3015
52,100.327934,-10.331867
53,-78.98255,15.415835
54,-30.304768,11.217784
55,-36.983833,-29.400372
56,84.48027,-24.494427
57,-16.821457,57.99702
58,-57.345512,-53.143173
59,-91.74335,-20.13265
60,-12.528187,23.766891
61,0.17512414,-53.276703
62,14.794544,-53.239906
63,64.406105,-49.425224
64,-19.749195,82.7031
65,-71.73076,23.109575
66,2.599497,-0.785175
67,71.92697,-9.055901
68,1.4326977,85.85207
69,-13.9763775,-44.0436
70,55.08546,-10.937545
71,62.747623,60.42813
72,-70.844284,-29.43232
73,80.534584,45.8351
74,22.304737,-56.261017
75,-48.130547,74.44062
76,0.7699845,54.065002
77,16.389439,-12.265242
78,72.20203,42.785686
79,-42.665558,78.42197
80,16.312553,85.352425
81,-74.25047,51.72978
82,21.02484,-30.702467
83,-35.11786,18.413084
84,-60.94484,19.691046
85,-22.19701,8.669349
86,-0.45144737,71.27464
87,64.39863,-52.776493
88,-23.125414,-1.3595641
89,6.789568,-29.108091
90,50.291637,5.5579743
91,-5.6679916,-71.17123
92,65.781876,-25.528696
93,-88.39159,26.02675
94,-18.31849,43.47725
95,75.77519,13.788039
96,-16.19525,31.146097
